cross_validation; iteration; train_size; num_stages; alpha; overage_cost; eoh_underage; method; radius; train_time; train_mean; train_std; train_valid; test_mean; test_std; test_valid
AV;104; 25; 5; 0.250000;0.040000;2.000000; AFF; 5.623400; 0.482079; 41.145531;-nan;1.000000; 45.971413;351.608799;1.000000
AV;104; 25; 5; 0.250000;0.040000;2.000000; AFF; 10.000000; 0.535431; 43.840672;-nan;1.000000; 48.420623;272.040166;1.000000
AV;104; 25; 5; 0.250000;0.040000;2.000000; AFF; 17.783000; 0.529918; 46.126798;-nan;1.000000; 49.553082;-nan;1.000000
AV;104; 25; 5; 0.250000;0.040000;2.000000; AFF; 31.623000; 0.485866; 52.739818;-nan;1.000000; 55.596379;-nan;1.000000
AV;104; 25; 5; 0.250000;0.040000;2.000000; LIFTE; 0.000000; 10.358414; 29.641187;-nan;1.000000; 41.864010;-nan;0.959300
AV;104; 25; 5; 0.250000;0.040000;2.000000; LIFTE; 0.001000; 4.264074; 29.642063;-nan;1.000000; 41.861912;-nan;0.959300
AV;104; 25; 5; 0.250000;0.040000;2.000000; LIFTE; 0.010000; 4.392124; 29.649948;-nan;1.000000; 41.843102;-nan;0.959500
AV;104; 25; 5; 0.250000;0.040000;2.000000; LIFTE; 0.100000; 4.104145; 29.730097;-nan;1.000000; 41.658617;-nan;0.960800
AV;104; 25; 5; 0.250000;0.040000;2.000000; LIFTE; 0.316200; 4.305335; 29.913649;-nan;1.000000; 39.466448;-nan;0.965600
AV;104; 25; 5; 0.250000;0.040000;2.000000; LIFTE; 1.000000; 3.110886; 30.367485;-nan;1.000000; 38.217459;-nan;0.976900
AV;104; 25; 5; 0.250000;0.040000;2.000000; LIFTE; 1.778300; 3.500576; 30.771147;-nan;1.000000; 35.619374;-nan;0.987500
AV;104; 25; 5; 0.250000;0.040000;2.000000; LIFTE; 3.162300; 3.918976; 31.277261;-nan;1.000000; 34.805979;-nan;0.994000
AV;104; 25; 5; 0.250000;0.040000;2.000000; LIFTE; 5.623400; 4.599461; 32.210530;-nan;1.000000; 34.815480;-nan;0.998800
AV;104; 25; 5; 0.250000;0.040000;2.000000; LIFTE; 10.000000; 6.061987; 33.802039;-nan;1.000000; 35.666152;-nan;1.000000
AV;104; 25; 5; 0.250000;0.040000;2.000000; LIFTE; 17.783000; 6.465831; 35.399104;-nan;1.000000; 37.022355;-nan;1.000000
AV;104; 25; 5; 0.250000;0.040000;2.000000; LIFTE; 31.623000; 7.455461; 38.014149;-nan;1.000000; 39.671246;-nan;1.000000
AV;104; 25; 5; 0.000000;0.040000;2.000000; AFF; 0.000000; 0.032147; 33.537434;-nan;1.000000; 36.082007;-nan;0.998000
AV;104; 25; 5; 0.000000;0.040000;2.000000; AFF; 0.001000; 0.415149; 33.537959;-nan;1.000000; 36.082094;-nan;0.998000
AV;104; 25; 5; 0.000000;0.040000;2.000000; AFF; 0.010000; 0.451035; 33.542680;-nan;1.000000; 36.082894;-nan;0.998000
AV;104; 25; 5; 0.000000;0.040000;2.000000; AFF; 0.100000; 0.355726; 33.589891;-nan;1.000000; 36.091150;-nan;0.998000
AV;104; 25; 5; 0.000000;0.040000;2.000000; AFF; 0.316200; 0.349243; 33.703302;-nan;1.000000; 36.113992;-nan;0.998200
AV;104; 25; 5; 0.000000;0.040000;2.000000; AFF; 1.000000; 0.367300; 34.062000;-nan;1.000000; 36.204993;34.991416;0.998800
AV;104; 25; 5; 0.000000;0.040000;2.000000; AFF; 1.778300; 0.338377; 34.619304;-nan;1.000000; 35.287061;-nan;1.000000
AV;104; 25; 5; 0.000000;0.040000;2.000000; AFF; 3.162300; 0.370505; 34.859741;-nan;1.000000; 35.283011;324.749227;1.000000
AV;104; 25; 5; 0.000000;0.040000;2.000000; AFF; 5.623400; 0.373931; 35.077730;3970.325745;1.000000; 34.930756;-nan;1.000000
AV;104; 25; 5; 0.000000;0.040000;2.000000; AFF; 10.000000; 0.357836; 36.453344;6353.913758;1.000000; 36.267578;-nan;1.000000
AV;104; 25; 5; 0.000000;0.040000;2.000000; AFF; 17.783000; 0.325684; 40.484039;8921.440852;1.000000; 40.374734;-nan;1.000000
AV;104; 25; 5; 0.000000;0.040000;2.000000; AFF; 31.623000; 0.422632; 56.545023;33.091993;1.000000; 56.007467;163.429505;1.000000
AV;104; 25; 5; 0.000000;0.040000;2.000000; LIFTE; 0.000000; 6.243440; 28.193179;820.097848;1.000000; 35.984709;-nan;0.974600
AV;104; 25; 5; 0.000000;0.040000;2.000000; LIFTE; 0.001000; 3.910494; 28.193602;820.097750;1.000000; 35.984002;-nan;0.974600
AV;104; 25; 5; 0.000000;0.040000;2.000000; LIFTE; 0.010000; 5.123755; 28.197408;820.193050;1.000000; 35.977645;-nan;0.974800
AV;104; 25; 5; 0.000000;0.040000;2.000000; LIFTE; 0.100000; 3.982451; 28.235402;781.718747;1.000000; 35.379164;-nan;0.980200
AV;104; 25; 5; 0.000000;0.040000;2.000000; LIFTE; 0.316200; 4.016303; 28.317333;798.465503;1.000000; 35.186259;-nan;0.981700
AV;104; 25; 5; 0.000000;0.040000;2.000000; LIFTE; 1.000000; 3.947116; 28.763067;956.383898;1.000000; 33.598468;-nan;0.989500
AV;104; 25; 5; 0.000000;0.040000;2.000000; LIFTE; 1.778300; 5.715598; 28.904020;896.151974;1.000000; 33.576661;-nan;0.989600
AV;104; 25; 5; 0.000000;0.040000;2.000000; LIFTE; 3.162300; 6.292534; 28.953360;983.696356;1.000000; 33.487014;-nan;0.988800
AV;104; 25; 5; 0.000000;0.040000;2.000000; LIFTE; 5.623400; 6.566051; 29.359994;918.757008;1.000000; 32.483430;-nan;0.995100
AV;104; 25; 5; 0.000000;0.040000;2.000000; LIFTE; 10.000000; 6.608262; 30.218184;536.419463;1.000000; 31.721632;-nan;0.999800
AV;104; 25; 5; 0.000000;0.040000;2.000000; LIFTE; 17.783000; 6.106636; 31.896007;422.505290;1.000000; 32.739018;308.049403;1.000000
AV;104; 25; 5; 0.000000;0.040000;2.000000; LIFTE; 31.623000; 10.474835; 35.488610;358.594757;1.000000; 36.358100;443.342146;1.000000
AV;97; 100; 5; 0.250000;0.040000;2.000000; AFF; 0.000000; 0.464880; 44.410252;-nan;1.000000; 44.385693;-nan;1.000000
AV;97; 100; 5; 0.250000;0.040000;2.000000; AFF; 0.001000; 5.619164; 44.410872;-nan;1.000000; 44.386234;-nan;1.000000
AV;97; 100; 5; 0.250000;0.040000;2.000000; AFF; 0.010000; 4.808934; 44.416450;-nan;1.000000; 44.391103;-nan;1.000000
AV;97; 100; 5; 0.250000;0.040000;2.000000; AFF; 0.100000; 4.699332; 44.472238;-nan;1.000000; 44.439809;-nan;1.000000
AV;97; 100; 5; 0.250000;0.040000;2.000000; AFF; 0.316200; 4.447143; 44.606251;-nan;1.000000; 44.557168;-nan;1.000000
AV;97; 100; 5; 0.250000;0.040000;2.000000; AFF; 1.000000; 4.720766; 45.030111;-nan;1.000000; 44.933191;-nan;1.000000
AV;97; 100; 5; 0.250000;0.040000;2.000000; AFF; 1.778300; 4.264934; 45.512547;-nan;1.000000; 45.372713;-nan;1.000000
AV;97; 100; 5; 0.250000;0.040000;2.000000; AFF; 3.162300; 4.304549; 46.175623;-nan;1.000000; 45.992563;-nan;1.000000
AV;97; 100; 5; 0.250000;0.040000;2.000000; AFF; 5.623400; 4.478709; 46.762060;-nan;1.000000; 46.559553;-nan;1.000000
AV;97; 100; 5; 0.250000;0.040000;2.000000; AFF; 10.000000; 4.864023; 49.356334;-nan;1.000000; 49.074548;-nan;1.000000
AV;97; 100; 5; 0.250000;0.040000;2.000000; AFF; 17.783000; 5.160537; 50.649706;-nan;1.000000; 50.392958;-nan;1.000000
AV;97; 100; 5; 0.250000;0.040000;2.000000; AFF; 31.623000; 5.499577; 56.180551;1332.476536;1.000000; 56.088617;-nan;1.000000
AV;97; 100; 5; 0.250000;0.040000;2.000000; LIFTE; 0.000000; 72.931002; 32.438333;-nan;1.000000; 35.269204;326.511048;0.980900
AV;97; 100; 5; 0.250000;0.040000;2.000000; LIFTE; 0.001000; 54.739516; 32.438565;-nan;1.000000; 35.268965;326.511055;0.980900
AV;97; 100; 5; 0.250000;0.040000;2.000000; LIFTE; 0.010000; 61.935190; 32.440642;-nan;1.000000; 35.300834;337.653490;0.980900
AV;97; 100; 5; 0.250000;0.040000;2.000000; LIFTE; 0.100000; 59.879601; 32.461440;-nan;1.000000; 35.273366;331.051395;0.981300
AV;97; 100; 5; 0.250000;0.040000;2.000000; LIFTE; 0.316200; 50.220926; 32.447614;-nan;1.000000; 35.160330;354.393643;0.980800
AV;97; 100; 5; 0.250000;0.040000;2.000000; LIFTE; 1.000000; 50.913983; 32.562781;4424.747485;1.000000; 35.007010;-nan;0.983000
AV;97; 100; 5; 0.250000;0.040000;2.000000; LIFTE; 1.778300; 30.862540; 32.727575;4266.921532;1.000000; 34.902818;-nan;0.985800
AV;97; 100; 5; 0.250000;0.040000;2.000000; LIFTE; 3.162300; 57.523390; 33.180108;2398.894727;1.000000; 34.172681;-nan;0.990800
AV;97; 100; 5; 0.250000;0.040000;2.000000; LIFTE; 5.623400; 72.545929; 34.254907;1467.543594;1.000000; 34.467856;-nan;0.999800
AV;97; 100; 5; 0.250000;0.040000;2.000000; LIFTE; 10.000000; 69.215666; 35.434617;1098.977174;1.000000; 35.119744;284.603438;1.000000
AV;97; 100; 5; 0.250000;0.040000;2.000000; LIFTE; 17.783000; 94.138498; 36.774715;1295.195499;1.000000; 36.460836;233.397730;1.000000
AV;97; 100; 5; 0.250000;0.040000;2.000000; LIFTE; 31.623000; 192.808542; 39.966661;1481.506315;1.000000; 39.664032;-nan;1.000000
AV;103; 50; 5; 0.000000;0.040000;2.000000; AFF; 0.000000; 0.089715; 34.726890;3207.215506;1.000000; 35.144062;-nan;1.000000
AV;103; 50; 5; 0.000000;0.040000;2.000000; AFF; 0.001000; 1.194841; 34.727415;3207.197683;1.000000; 35.144418;-nan;1.000000
AV;103; 50; 5; 0.000000;0.040000;2.000000; AFF; 0.010000; 1.506003; 34.732141;3207.002972;1.000000; 35.147629;-nan;1.000000
AV;103; 50; 5; 0.000000;0.040000;2.000000; AFF; 0.100000; 1.133979; 34.779661;3236.020538;1.000000; 35.179858;-nan;1.000000
AV;103; 50; 5; 0.000000;0.040000;2.000000; AFF; 0.316200; 1.401659; 34.894192;3263.628983;1.000000; 35.259007;-nan;1.000000
AV;103; 50; 5; 0.000000;0.040000;2.000000; AFF; 1.000000; 1.214428; 35.256866;3435.680599;1.000000; 35.522160;-nan;1.000000
AV;103; 50; 5; 0.000000;0.040000;2.000000; AFF; 1.778300; 1.048345; 35.672958;3607.524625;1.000000; 35.841206;-nan;1.000000
AV;103; 50; 5; 0.000000;0.040000;2.000000; AFF; 3.162300; 1.084536; 36.417125;3998.585127;1.000000; 36.447235;-nan;1.000000
AV;103; 50; 5; 0.000000;0.040000;2.000000; AFF; 5.623400; 1.465546; 36.833301;-nan;1.000000; 36.143119;190.832329;1.000000
AV;103; 50; 5; 0.000000;0.040000;2.000000; AFF; 10.000000; 1.397132; 39.037519;-nan;1.000000; 38.365859;-nan;1.000000
AV;103; 50; 5; 0.000000;0.040000;2.000000; AFF; 17.783000; 1.595216; 43.738829;6422.542549;1.000000; 43.012105;411.648289;1.000000
AV;103; 50; 5; 0.000000;0.040000;2.000000; AFF; 31.623000; 1.563130; 54.634337;2062.582352;1.000000; 54.433336;210.105716;1.000000
AV;103; 50; 5; 0.000000;0.040000;2.000000; LIFTE; 0.000000; 5.334213; 28.076456;465.249052;1.000000; 31.801610;-nan;0.977900
AV;103; 50; 5; 0.000000;0.040000;2.000000; LIFTE; 0.001000; 13.914463; 28.076773;465.248966;1.000000; 31.783121;-nan;0.976900
AV;103; 50; 5; 0.000000;0.040000;2.000000; LIFTE; 0.010000; 13.463720; 28.079717;465.248278;1.000000; 31.799047;-nan;0.977900
AV;103; 50; 5; 0.000000;0.040000;2.000000; LIFTE; 0.100000; 12.077273; 28.109043;466.450362;1.000000; 31.776626;-nan;0.978200
AV;103; 50; 5; 0.000000;0.040000;2.000000; LIFTE; 0.316200; 9.551685; 28.177289;468.644279;1.000000; 31.709244;-nan;0.978300
AV;103; 50; 5; 0.000000;0.040000;2.000000; LIFTE; 1.000000; 10.049378; 28.312083;503.639296;1.000000; 31.570830;-nan;0.979300
AV;103; 50; 5; 0.000000;0.040000;2.000000; LIFTE; 1.778300; 9.158629; 28.539194;494.882835;1.000000; 31.433384;-nan;0.983900
AV;103; 50; 5; 0.000000;0.040000;2.000000; LIFTE; 3.162300; 9.616590; 29.023813;372.145214;1.000000; 31.324391;-nan;0.988000
AV;103; 50; 5; 0.000000;0.040000;2.000000; LIFTE; 5.623400; 10.748181; 30.054507;364.048568;1.000000; 31.727606;-nan;0.994400
AV;103; 50; 5; 0.000000;0.040000;2.000000; LIFTE; 10.000000; 14.436998; 31.512674;273.903742;1.000000; 32.576704;-nan;0.998800
AV;103; 50; 5; 0.000000;0.040000;2.000000; LIFTE; 17.783000; 17.699173; 33.265221;236.571765;1.000000; 33.930297;-nan;1.000000
AV;103; 50; 5; 0.000000;0.040000;2.000000; LIFTE; 31.623000; 63.463832; 38.449179;238.746309;1.000000; 38.795009;136.204474;1.000000
AV;105; 10; 5; 0.000000;0.040000;2.000000; AFF; 0.000000; 0.014936; 29.961048;594.234213;1.000000; 35.897159;-nan;0.984500
AV;105; 10; 5; 0.000000;0.040000;2.000000; AFF; 0.001000; 0.118544; 29.961694;594.233961;1.000000; 35.895763;-nan;0.984500
AV;105; 10; 5; 0.000000;0.040000;2.000000; AFF; 0.010000; 0.093594; 29.967506;593.915903;1.000000; 35.883222;-nan;0.984500
AV;105; 10; 5; 0.000000;0.040000;2.000000; AFF; 0.100000; 0.082134; 30.025453;592.002449;1.000000; 35.761408;-nan;0.985500
AV;105; 10; 5; 0.000000;0.040000;2.000000; AFF; 0.316200; 0.081699; 30.163376;587.215037;1.000000; 35.489945;-nan;0.987600
AV;105; 10; 5; 0.000000;0.040000;2.000000; AFF; 1.000000; 0.086521; 30.684293;515.886906;1.000000; 34.118911;-nan;0.993000
AV;105; 10; 5; 0.000000;0.040000;2.000000; AFF; 1.778300; 0.093512; 31.272810;474.900621;1.000000; 33.623683;-nan;0.996700
AV;105; 10; 5; 0.000000;0.040000;2.000000; AFF; 3.162300; 0.085846; 31.995154;457.279346;1.000000; 33.719172;-nan;0.998400
AV;105; 10; 5; 0.000000;0.040000;2.000000; AFF; 5.623400; 0.078498; 34.744101;94.506084;1.000000; 34.786862;-nan;1.000000
AV;105; 10; 5; 0.000000;0.040000;2.000000; AFF; 10.000000; 0.106806; 36.841262;83.780666;1.000000; 36.615845;391.389068;1.000000
AV;105; 10; 5; 0.000000;0.040000;2.000000; AFF; 17.783000; 0.091317; 41.074917;57.602083;1.000000; 40.582465;-nan;1.000000
AV;105; 10; 5; 0.000000;0.040000;2.000000; AFF; 31.623000; 0.093232; 48.140647;70.556360;1.000000; 47.752272;216.930984;1.000000
AV;105; 10; 5; 0.000000;0.040000;2.000000; LIFTE; 0.000000; 0.154614; 22.997150;3445.665030;1.000000; 76.042977;-nan;0.763300
AV;105; 10; 5; 0.000000;0.040000;2.000000; LIFTE; 0.001000; 1.101993; 22.998899;3445.664464;1.000000; 62.730860;-nan;0.791000
AV;105; 10; 5; 0.000000;0.040000;2.000000; LIFTE; 0.010000; 0.929764; 23.014644;3444.396203;1.000000; 62.649694;-nan;0.791400
AV;105; 10; 5; 0.000000;0.040000;2.000000; LIFTE; 0.100000; 0.816329; 23.171638;3566.728024;1.000000; 61.892290;-nan;0.797400
AV;105; 10; 5; 0.000000;0.040000;2.000000; LIFTE; 0.316200; 0.744065; 23.518655;3745.926321;1.000000; 53.206229;-nan;0.845000
AV;105; 10; 5; 0.000000;0.040000;2.000000; LIFTE; 1.000000; 0.765726; 23.982629;4061.384985;1.000000; 56.289153;-nan;0.851800
AV;105; 10; 5; 0.000000;0.040000;2.000000; LIFTE; 1.778300; 0.763713; 24.675291;3660.132265;1.000000; 45.991425;-nan;0.894800
AV;105; 10; 5; 0.000000;0.040000;2.000000; LIFTE; 3.162300; 0.739870; 25.777353;3129.779146;1.000000; 39.410553;-nan;0.923800
AV;105; 10; 5; 0.000000;0.040000;2.000000; LIFTE; 5.623400; 0.930944; 27.627189;2828.795026;1.000000; 35.778669;-nan;0.973500
AV;105; 10; 5; 0.000000;0.040000;2.000000; LIFTE; 10.000000; 1.161224; 30.055273;2025.741494;1.000000; 32.909066;-nan;1.000000
AV;105; 10; 5; 0.000000;0.040000;2.000000; LIFTE; 17.783000; 1.384143; 32.331482;1765.715068;1.000000; 33.778419;-nan;1.000000
AV;105; 10; 5; 0.000000;0.040000;2.000000; LIFTE; 31.623000; 1.858813; 37.823412;1304.838457;1.000000; 38.445884;84.887857;1.000000
AV;105; 10; 5; 0.500000;0.040000;2.000000; AFF; 0.000000; 0.013732; 36.156795;455.585667;1.000000; 52.182447;-nan;0.935100
AV;105; 10; 5; 0.500000;0.040000;2.000000; AFF; 0.001000; 0.095694; 36.157438;455.585338;1.000000; 52.181911;-nan;0.935100
AV;105; 10; 5; 0.500000;0.040000;2.000000; AFF; 0.010000; 0.077573; 36.163226;455.639989;1.000000; 52.177091;-nan;0.935100
AV;105; 10; 5; 0.500000;0.040000;2.000000; AFF; 0.100000; 0.077458; 36.221082;454.318170;1.000000; 52.129261;-nan;0.935500
AV;105; 10; 5; 0.500000;0.040000;2.000000; AFF; 0.316200; 0.081345; 36.359925;451.215359;1.000000; 52.017256;-nan;0.936500
AV;105; 10; 5; 0.500000;0.040000;2.000000; AFF; 1.000000; 0.089031; 36.813882;442.007579;1.000000; 51.689176;-nan;0.940400
AV;105; 10; 5; 0.500000;0.040000;2.000000; AFF; 1.778300; 0.086740; 37.347317;452.664335;1.000000; 51.365420;-nan;0.944300
AV;105; 10; 5; 0.500000;0.040000;2.000000; AFF; 3.162300; 0.099371; 38.334477;449.751932;1.000000; 50.858806;-nan;0.952200
AV;105; 10; 5; 0.500000;0.040000;2.000000; AFF; 5.623400; 0.109253; 40.489738;555.644491;1.000000; 50.230009;-nan;0.969100
AV;105; 10; 5; 0.500000;0.040000;2.000000; AFF; 10.000000; 0.111862; 39.389189;281.698598;1.000000; 45.438472;-nan;0.982700
AV;105; 10; 5; 0.500000;0.040000;2.000000; AFF; 17.783000; 0.095648; 43.028383;121.357736;1.000000; 46.515950;-nan;0.994800
AV;105; 10; 5; 0.500000;0.040000;2.000000; AFF; 31.623000; 0.072632; 50.022503;194.967946;1.000000; 51.539958;430.307656;1.000000
AV;105; 10; 5; 0.500000;0.040000;2.000000; LIFTE; 0.000000; 0.348954; 26.089780;4624.870560;1.000000; 208.895310;-nan;0.445500
AV;105; 10; 5; 0.500000;0.040000;2.000000; LIFTE; 0.001000; 0.766729; 26.091021;4624.553935;1.000000; 79.312775;-nan;0.697700
AV;105; 10; 5; 0.500000;0.040000;2.000000; LIFTE; 0.010000; 0.798016; 26.102191;4700.760173;1.000000; 79.216754;-nan;0.697800
AV;105; 10; 5; 0.500000;0.040000;2.000000; LIFTE; 0.100000; 0.844712; 26.213542;4691.868881;1.000000; 78.257832;-nan;0.701200
AV;105; 10; 5; 0.500000;0.040000;2.000000; LIFTE; 0.316200; 0.738463; 26.501402;4746.467887;1.000000; 84.006200;-nan;0.705500
AV;105; 10; 5; 0.500000;0.040000;2.000000; LIFTE; 1.000000; 0.629083; 27.120023;788.912796;1.000000; 67.064950;-nan;0.798700
AV;105; 10; 5; 0.500000;0.040000;2.000000; LIFTE; 1.778300; 0.710058; 27.625728;349.364280;1.000000; 63.584602;-nan;0.821500
AV;105; 10; 5; 0.500000;0.040000;2.000000; LIFTE; 3.162300; 0.693675; 28.452910;466.494051;1.000000; 60.545049;-nan;0.836800
AV;105; 10; 5; 0.500000;0.040000;2.000000; LIFTE; 5.623400; 0.755206; 29.932260;2739.899542;1.000000; 57.070517;-nan;0.852500
AV;105; 10; 5; 0.500000;0.040000;2.000000; LIFTE; 10.000000; 0.813124; 32.287943;1165.581357;1.000000; 46.435448;-nan;0.915700
AV;105; 10; 5; 0.500000;0.040000;2.000000; LIFTE; 17.783000; 0.903264; 36.800561;145.636191;1.000000; 42.339394;-nan;0.969600
AV;105; 10; 5; 0.500000;0.040000;2.000000; LIFTE; 31.623000; 1.300649; 42.848019;152.626014;1.000000; 44.948844;-nan;0.997600
AV;105; 10; 5; 0.250000;0.040000;2.000000; AFF; 0.000000; 0.013388; 34.847048;4438.274496;1.000000; 39.233237;-nan;0.999600
AV;105; 10; 5; 0.250000;0.040000;2.000000; AFF; 0.001000; 0.098287; 34.847685;4438.274237;1.000000; 39.233531;-nan;0.999600
AV;105; 10; 5; 0.250000;0.040000;2.000000; AFF; 0.010000; 0.083901; 34.853415;4437.871483;1.000000; 39.236179;-nan;0.999700
AV;105; 10; 5; 0.250000;0.040000;2.000000; AFF; 0.100000; 0.084165; 34.910685;4433.546537;1.000000; 39.262751;-nan;0.999700
AV;105; 10; 5; 0.250000;0.040000;2.000000; AFF; 0.316200; 0.088590; 35.047940;4328.849893;1.000000; 39.323299;-nan;0.999700
AV;105; 10; 5; 0.250000;0.040000;2.000000; AFF; 1.000000; 0.089206; 35.479638;3971.038932;1.000000; 39.530025;-nan;0.999900
AV;105; 10; 5; 0.250000;0.040000;2.000000; AFF; 1.778300; 0.107694; 35.990137;4000.879553;1.000000; 39.705914;-nan;1.000000
AV;105; 10; 5; 0.250000;0.040000;2.000000; AFF; 3.162300; 0.124681; 36.931993;3045.120145;1.000000; 40.112758;-nan;1.000000
AV;105; 10; 5; 0.250000;0.040000;2.000000; AFF; 5.623400; 0.099683; 38.318826;3202.097781;1.000000; 41.045626;-nan;1.000000
AV;105; 10; 5; 0.250000;0.040000;2.000000; AFF; 10.000000; 0.093803; 40.041807;2894.033483;1.000000; 42.273277;-nan;1.000000
AV;105; 10; 5; 0.250000;0.040000;2.000000; AFF; 17.783000; 0.087300; 40.509414;303.014686;1.000000; 41.696782;314.766288;1.000000
AV;105; 10; 5; 0.250000;0.040000;2.000000; AFF; 31.623000; 0.091698; 45.677390;669.241287;1.000000; 46.871666;315.891706;1.000000
AV;105; 10; 5; 0.250000;0.040000;2.000000; LIFTE; 0.000000; 0.200736; 26.977849;9920.779773;1.000000; 173.550650;-nan;0.419300
AV;105; 10; 5; 0.250000;0.040000;2.000000; LIFTE; 0.001000; 1.359842; 26.979057;9920.779395;1.000000; 66.201209;-nan;0.731400
AV;105; 10; 5; 0.250000;0.040000;2.000000; LIFTE; 0.010000; 1.018591; 26.989909;9919.511046;1.000000; 66.079888;-nan;0.732200
AV;105; 10; 5; 0.250000;0.040000;2.000000; LIFTE; 0.100000; 1.070263; 27.093512;9796.781487;1.000000; 64.855217;-nan;0.737400
AV;105; 10; 5; 0.250000;0.040000;2.000000; LIFTE; 0.316200; 0.755828; 27.332489;9331.220762;1.000000; 61.885880;-nan;0.754200
AV;105; 10; 5; 0.250000;0.040000;2.000000; LIFTE; 1.000000; 0.650626; 28.382071;4694.993131;1.000000; 53.603664;144.336127;0.825200
AV;105; 10; 5; 0.250000;0.040000;2.000000; LIFTE; 1.778300; 1.105592; 29.239037;4023.705643;1.000000; 48.151948;-nan;0.843600
AV;105; 10; 5; 0.250000;0.040000;2.000000; LIFTE; 3.162300; 0.812703; 30.016712;2912.101423;1.000000; 44.501867;-nan;0.849500
AV;105; 10; 5; 0.250000;0.040000;2.000000; LIFTE; 5.623400; 1.038511; 31.131792;3089.798294;1.000000; 36.920149;94.919781;0.956200
AV;105; 10; 5; 0.250000;0.040000;2.000000; LIFTE; 10.000000; 1.295543; 33.133641;2173.219064;1.000000; 34.854884;-nan;0.998000
AV;105; 10; 5; 0.250000;0.040000;2.000000; LIFTE; 17.783000; 1.519395; 34.752948;1351.384438;1.000000; 36.268019;-nan;1.000000
AV;105; 10; 5; 0.250000;0.040000;2.000000; LIFTE; 31.623000; 2.430015; 39.551564;298.568083;1.000000; 40.458305;-nan;1.000000
AV;103; 50; 5; 0.250000;0.040000;2.000000; AFF; 0.000000; 0.120322; 34.421183;5482.144190;1.000000; 38.563783;434.461959;0.995800
AV;103; 50; 5; 0.250000;0.040000;2.000000; AFF; 0.001000; 1.360958; 34.421632;5482.144112;1.000000; 38.563862;434.461957;0.995800
AV;103; 50; 5; 0.250000;0.040000;2.000000; AFF; 0.010000; 1.283060; 34.425668;5481.971720;1.000000; 38.564579;440.682183;0.995800
AV;103; 50; 5; 0.250000;0.040000;2.000000; AFF; 0.100000; 1.273445; 34.466035;5532.949284;1.000000; 38.571905;451.247068;0.995800
AV;103; 50; 5; 0.250000;0.040000;2.000000; AFF; 0.316200; 1.142028; 34.708869;6407.024929;1.000000; 38.614025;-nan;0.997000
AV;103; 50; 5; 0.250000;0.040000;2.000000; AFF; 1.000000; 1.174742; 34.848855;6403.411411;1.000000; 38.526772;-nan;0.998200
AV;103; 50; 5; 0.250000;0.040000;2.000000; AFF; 1.778300; 1.365606; 35.163680;6386.058186;1.000000; 38.629620;60.396859;0.998400
AV;103; 50; 5; 0.250000;0.040000;2.000000; AFF; 3.162300; 1.274321; 35.728814;-nan;1.000000; 38.588923;360.202683;0.999600
AV;103; 50; 5; 0.250000;0.040000;2.000000; AFF; 5.623400; 1.713363; 36.689314;-nan;1.000000; 39.126817;-nan;1.000000
AV;103; 50; 5; 0.250000;0.040000;2.000000; AFF; 10.000000; 2.154220; 38.455285;-nan;1.000000; 40.445580;-nan;1.000000
AV;103; 50; 5; 0.250000;0.040000;2.000000; AFF; 17.783000; 1.429677; 41.668156;-nan;1.000000; 43.469550;-nan;1.000000
AV;103; 50; 5; 0.250000;0.040000;2.000000; AFF; 31.623000; 1.435445; 46.656851;5016.567580;1.000000; 48.384139;287.174110;1.000000
AV;103; 50; 5; 0.250000;0.040000;2.000000; LIFTE; 0.000000; 43.260427; 29.211009;-nan;1.000000; 39.861087;-nan;0.953200
AV;103; 50; 5; 0.250000;0.040000;2.000000; LIFTE; 0.001000; 15.279151; 29.211484;-nan;1.000000; 39.861275;-nan;0.953200
AV;103; 50; 5; 0.250000;0.040000;2.000000; LIFTE; 0.010000; 13.745085; 29.215769;-nan;1.000000; 39.862996;-nan;0.953300
AV;103; 50; 5; 0.250000;0.040000;2.000000; LIFTE; 0.100000; 12.437663; 29.239088;-nan;1.000000; 39.518179;-nan;0.955300
AV;103; 50; 5; 0.250000;0.040000;2.000000; LIFTE; 0.316200; 9.765602; 29.331924;-nan;1.000000; 39.332997;-nan;0.958200
AV;103; 50; 5; 0.250000;0.040000;2.000000; LIFTE; 1.000000; 10.172689; 29.347024;2049.126072;1.000000; 36.381051;-nan;0.978200
AV;103; 50; 5; 0.250000;0.040000;2.000000; LIFTE; 1.778300; 11.403354; 29.654226;1251.521650;1.000000; 35.919331;-nan;0.983100
AV;103; 50; 5; 0.250000;0.040000;2.000000; LIFTE; 3.162300; 12.674324; 30.293835;900.493076;1.000000; 35.083622;-nan;0.990800
AV;103; 50; 5; 0.250000;0.040000;2.000000; LIFTE; 5.623400; 14.289829; 30.929270;794.304652;1.000000; 34.360600;-nan;0.998100
AV;103; 50; 5; 0.250000;0.040000;2.000000; LIFTE; 10.000000; 16.308782; 32.101736;655.795303;1.000000; 34.146331;-nan;1.000000
AV;103; 50; 5; 0.250000;0.040000;2.000000; LIFTE; 17.783000; 20.988821; 34.428947;1089.484456;1.000000; 35.932698;266.766498;1.000000
AV;103; 50; 5; 0.250000;0.040000;2.000000; LIFTE; 31.623000; 45.577730; 38.698879;602.722274;1.000000; 39.967530;266.416989;1.000000
